tile_id,source_image,source_site,source_split,component_idx,bbox_x,bbox_y,bbox_w,bbox_h,bbox_area,pixel_area,aspect_ratio,density,touches_left,touches_right,touches_top,touches_bottom,touches_boundary
Lucinda_van_Valkenburg_18__tile_r0002_c0002,Lucinda_van_Valkenburg_18.png,Lucinda_van_Valkenburg,test,1,312,0,328,570,186960,108293,0.575,0.5792,False,True,True,False,True
Lucinda_van_Valkenburg_18__tile_r0002_c0002,Lucinda_van_Valkenburg_18.png,Lucinda_van_Valkenburg,test,2,625,39,15,20,300,201,0.75,0.67,False,True,False,False,True
Lucinda_van_Valkenburg_18__tile_r0002_c0002,Lucinda_van_Valkenburg_18.png,Lucinda_van_Valkenburg,test,3,407,368,59,90,5310,833,0.656,0.1569,False,False,False,False,False
Lucinda_van_Valkenburg_18__tile_r0002_c0002,Lucinda_van_Valkenburg_18.png,Lucinda_van_Valkenburg,test,4,467,500,25,34,850,231,0.735,0.2718,False,False,False,False,False
Lucinda_van_Valkenburg_18__tile_r0002_c0003,Lucinda_van_Valkenburg_18.png,Lucinda_van_Valkenburg,test,1,0,21,192,619,118848,80382,0.31,0.6763,True,True,False,True,True
Lucinda_van_Valkenburg_18__tile_r0002_c0003,Lucinda_van_Valkenburg_18.png,Lucinda_van_Valkenburg,test,2,113,28,61,44,2684,1577,1.386,0.5876,False,False,False,False,False
Lucinda_van_Valkenburg_18__tile_r0003_c0002,Lucinda_van_Valkenburg_18.png,Lucinda_van_Valkenburg,test,1,467,0,20,22,440,207,0.909,0.4705,False,False,True,False,True
Lucinda_van_Valkenburg_18__tile_r0003_c0002,Lucinda_van_Valkenburg_18.png,Lucinda_van_Valkenburg,test,2,502,0,138,58,8004,3292,2.379,0.4113,False,True,True,False,True
Lucinda_van_Valkenburg_18__tile_r0003_c0003,Lucinda_van_Valkenburg_18.png,Lucinda_van_Valkenburg,test,1,0,0,192,128,24576,9288,1.5,0.3779,True,True,True,False,True
Lucinda_van_Valkenburg_19__tile_r0002_c0002,Lucinda_van_Valkenburg_19.png,Lucinda_van_Valkenburg,test,1,297,270,329,370,121730,38232,0.889,0.3141,False,False,False,True,True
Lucinda_van_Valkenburg_19__tile_r0002_c0003,Lucinda_van_Valkenburg_19.png,Lucinda_van_Valkenburg,test,1,0,560,114,80,9120,5057,1.425,0.5545,True,False,False,True,True
Lucinda_van_Valkenburg_19__tile_r0003_c0002,Lucinda_van_Valkenburg_19.png,Lucinda_van_Valkenburg,test,1,297,0,343,540,185220,118796,0.635,0.6414,False,True,True,False,True
Lucinda_van_Valkenburg_19__tile_r0003_c0003,Lucinda_van_Valkenburg_19.png,Lucinda_van_Valkenburg,test,1,0,48,192,492,94464,75902,0.39,0.8035,True,True,False,False,True
Lucinda_van_Valkenburg_19__tile_r0004_c0002,Lucinda_van_Valkenburg_19.png,Lucinda_van_Valkenburg,test,1,590,0,50,28,1400,679,1.786,0.485,False,True,True,False,True
Lucinda_van_Valkenburg_19__tile_r0004_c0003,Lucinda_van_Valkenburg_19.png,Lucinda_van_Valkenburg,test,1,78,0,50,28,1400,679,1.786,0.485,False,False,True,False,True
Lucinda_van_Valkenburg_19__tile_r0004_c0003,Lucinda_van_Valkenburg_19.png,Lucinda_van_Valkenburg,test,2,150,0,15,14,210,148,1.071,0.7048,False,False,True,False,True
Monohansett_02__tile_r0000_c0001,Monohansett_02.png,Monohansett,test,1,149,619,36,21,756,203,1.714,0.2685,False,False,False,True,True
Monohansett_02__tile_r0000_c0002,Monohansett_02.png,Monohansett,test,1,273,344,81,55,4455,1414,1.473,0.3174,False,False,False,False,False
Monohansett_02__tile_r0001_c0001,Monohansett_02.png,Monohansett,test,1,149,107,106,86,9116,907,1.233,0.0995,False,False,False,False,False
Monohansett_02__tile_r0003_c0001,Monohansett_02.png,Monohansett,test,1,439,302,59,55,3245,693,1.073,0.2136,False,False,False,False,False
Monohansett_03__tile_r0001_c0001,Monohansett_03.png,Monohansett,test,1,637,637,3,3,9,6,1.0,0.6667,False,True,False,True,True
Monohansett_03__tile_r0001_c0002,Monohansett_03.png,Monohansett,test,1,602,208,20,32,640,332,0.625,0.5188,False,False,False,False,False
Monohansett_03__tile_r0001_c0002,Monohansett_03.png,Monohansett,test,2,318,224,11,17,187,138,0.647,0.738,False,False,False,False,False
Monohansett_03__tile_r0001_c0002,Monohansett_03.png,Monohansett,test,3,325,246,17,29,493,123,0.586,0.2495,False,False,False,False,False
Monohansett_03__tile_r0001_c0002,Monohansett_03.png,Monohansett,test,4,125,356,226,284,64184,15399,0.796,0.2399,False,False,False,True,True
Monohansett_03__tile_r0001_c0002,Monohansett_03.png,Monohansett,test,5,131,548,18,37,666,375,0.486,0.5631,False,False,False,False,False
Monohansett_03__tile_r0001_c0003,Monohansett_03.png,Monohansett,test,1,90,208,20,32,640,332,0.625,0.5188,False,False,False,False,False
Monohansett_03__tile_r0002_c0001,Monohansett_03.png,Monohansett,test,1,607,125,33,39,1287,541,0.846,0.4204,False,True,False,False,True
Monohansett_03__tile_r0002_c0001,Monohansett_03.png,Monohansett,test,2,472,130,111,119,13209,5699,0.933,0.4314,False,False,False,False,False
Monohansett_03__tile_r0002_c0002,Monohansett_03.png,Monohansett,test,1,95,0,151,164,24764,6798,0.921,0.2745,False,False,True,False,True
Monohansett_03__tile_r0002_c0002,Monohansett_03.png,Monohansett,test,2,131,36,18,37,666,375,0.486,0.5631,False,False,False,False,False
Monohansett_03__tile_r0002_c0002,Monohansett_03.png,Monohansett,test,3,0,130,71,114,8094,3581,0.623,0.4424,True,False,False,False,True
Monohansett_03__tile_r0010_c0000,Monohansett_03.png,Monohansett,test,1,228,190,59,67,3953,2516,0.881,0.6365,False,False,False,False,False
Monohansett_03__tile_r0014_c0002,Monohansett_03.png,Monohansett,test,1,320,132,150,400,60000,39989,0.375,0.6665,False,False,False,False,False
Monohansett_03__tile_r0015_c0002,Monohansett_03.png,Monohansett,test,1,376,0,2,2,4,3,1.0,0.75,False,False,True,False,True
Monohansett_03__tile_r0015_c0002,Monohansett_03.png,Monohansett,test,2,448,0,22,20,440,220,1.1,0.5,False,False,True,False,True
Monohansett_03__tile_r0015_c0002,Monohansett_03.png,Monohansett,test,3,330,219,81,68,5508,1236,1.191,0.2244,False,False,False,False,False
Monohansett_04__tile_r0004_c0000,Monohansett_04.png,Monohansett,test,1,108,609,108,31,3348,2545,3.484,0.7602,False,False,False,True,True
Monohansett_04__tile_r0005_c0000,Monohansett_04.png,Monohansett,test,1,108,97,123,123,15129,9383,1.0,0.6202,False,False,False,False,False
Monohansett_04__tile_r0005_c0000,Monohansett_04.png,Monohansett,test,2,58,239,221,401,88621,31370,0.551,0.354,False,False,False,True,True
Monohansett_04__tile_r0005_c0001,Monohansett_04.png,Monohansett,test,1,440,150,100,255,25500,16191,0.392,0.6349,False,False,False,False,False
Monohansett_04__tile_r0005_c0002,Monohansett_04.png,Monohansett,test,1,0,152,28,198,5544,2718,0.141,0.4903,True,False,False,False,True
Monohansett_04__tile_r0006_c0000,Monohansett_04.png,Monohansett,test,1,148,0,147,236,34692,19011,0.623,0.548,False,False,True,False,True
Monohansett_04__tile_r0006_c0000,Monohansett_04.png,Monohansett,test,2,321,321,11,46,506,214,0.239,0.4229,False,False,False,False,False
Monohansett_04__tile_r0006_c0000,Monohansett_04.png,Monohansett,test,3,362,331,9,30,270,160,0.3,0.5926,False,False,False,False,False
Monohansett_04__tile_r0006_c0000,Monohansett_04.png,Monohansett,test,4,330,376,6,30,180,129,0.2,0.7167,False,False,False,False,False
Monohansett_04__tile_r0007_c0000,Monohansett_04.png,Monohansett,test,1,25,183,32,101,3232,556,0.317,0.172,False,False,False,False,False
Monohansett_04__tile_r0007_c0001,Monohansett_04.png,Monohansett,test,1,203,235,24,50,1200,376,0.48,0.3133,False,False,False,False,False
Monohansett_04__tile_r0007_c0001,Monohansett_04.png,Monohansett,test,2,503,253,42,54,2268,601,0.778,0.265,False,False,False,False,False
Monohansett_04__tile_r0007_c0002,Monohansett_04.png,Monohansett,test,1,0,253,33,54,1782,518,0.611,0.2907,True,False,False,False,True
Monohansett_05__tile_r0001_c0002,Monohansett_05.png,Monohansett,test,1,506,345,25,86,2150,575,0.291,0.2674,False,False,False,False,False
Monohansett_05__tile_r0001_c0002,Monohansett_05.png,Monohansett,test,2,486,612,43,28,1204,677,1.536,0.5623,False,False,False,True,True
Monohansett_05__tile_r0001_c0003,Monohansett_05.png,Monohansett,test,1,0,345,19,84,1596,453,0.226,0.2838,True,False,False,False,True
Monohansett_05__tile_r0001_c0003,Monohansett_05.png,Monohansett,test,2,0,612,17,23,391,253,0.739,0.6471,True,False,False,False,True
Monohansett_05__tile_r0001_c0003,Monohansett_05.png,Monohansett,test,3,0,637,2,3,6,4,0.667,0.6667,True,False,False,True,True
Monohansett_05__tile_r0002_c0001,Monohansett_05.png,Monohansett,test,1,622,457,18,49,882,247,0.367,0.28,False,True,False,False,True
Monohansett_05__tile_r0002_c0002,Monohansett_05.png,Monohansett,test,1,486,100,43,42,1806,918,1.024,0.5083,False,False,False,False,False
Monohansett_05__tile_r0002_c0002,Monohansett_05.png,Monohansett,test,2,364,227,12,70,840,350,0.171,0.4167,False,False,False,False,False
Monohansett_05__tile_r0002_c0002,Monohansett_05.png,Monohansett,test,3,255,263,23,87,2001,443,0.264,0.2214,False,False,False,False,False
Monohansett_05__tile_r0002_c0002,Monohansett_05.png,Monohansett,test,4,155,276,46,51,2346,678,0.902,0.289,False,False,False,False,False
Monohansett_05__tile_r0002_c0002,Monohansett_05.png,Monohansett,test,5,220,302,35,42,1470,318,0.833,0.2163,False,False,False,False,False
Monohansett_05__tile_r0002_c0002,Monohansett_05.png,Monohansett,test,6,523,357,11,42,462,210,0.262,0.4545,False,False,False,False,False
Monohansett_05__tile_r0002_c0002,Monohansett_05.png,Monohansett,test,7,326,391,144,249,35856,18063,0.578,0.5038,False,False,False,True,True
Monohansett_05__tile_r0002_c0002,Monohansett_05.png,Monohansett,test,8,110,452,24,54,1296,283,0.444,0.2184,False,False,False,False,False
Monohansett_05__tile_r0002_c0003,Monohansett_05.png,Monohansett,test,1,0,100,17,23,391,253,0.739,0.6471,True,False,False,False,True
Monohansett_05__tile_r0002_c0003,Monohansett_05.png,Monohansett,test,2,0,125,10,17,170,91,0.588,0.5353,True,False,False,False,True
Monohansett_05__tile_r0002_c0003,Monohansett_05.png,Monohansett,test,3,11,357,11,42,462,210,0.262,0.4545,False,False,False,False,False
Monohansett_05__tile_r0003_c0002,Monohansett_05.png,Monohansett,test,1,337,0,215,424,91160,29557,0.507,0.3242,False,False,True,False,True
Monohansett_05__tile_r0003_c0002,Monohansett_05.png,Monohansett,test,2,399,446,115,121,13915,6792,0.95,0.4881,False,False,False,False,False
Monohansett_05__tile_r0003_c0003,Monohansett_05.png,Monohansett,test,1,0,230,4,9,36,24,0.444,0.6667,True,False,False,False,True
Monohansett_05__tile_r0003_c0003,Monohansett_05.png,Monohansett,test,2,0,248,5,13,65,49,0.385,0.7538,True,False,False,False,True
Monohansett_05__tile_r0003_c0003,Monohansett_05.png,Monohansett,test,3,0,287,40,136,5440,2583,0.294,0.4748,True,False,False,False,True
Monohansett_05__tile_r0003_c0003,Monohansett_05.png,Monohansett,test,4,0,477,2,4,8,5,0.5,0.625,True,False,False,False,True
Monohansett_05__tile_r0004_c0002,Monohansett_05.png,Monohansett,test,1,400,0,76,55,4180,2417,1.382,0.5782,False,False,True,False,True
Monrovia_01__tile_r0000_c0000,Monrovia_01.png,Monrovia,test,1,513,337,57,21,1197,648,2.714,0.5414,False,False,False,False,False
Monrovia_01__tile_r0000_c0000,Monrovia_01.png,Monrovia,test,2,543,362,58,23,1334,608,2.522,0.4558,False,False,False,False,False
Monrovia_01__tile_r0000_c0001,Monrovia_01.png,Monrovia,test,1,1,337,57,21,1197,648,2.714,0.5414,False,False,False,False,False
Monrovia_01__tile_r0000_c0001,Monrovia_01.png,Monrovia,test,2,31,362,58,23,1334,608,2.522,0.4558,False,False,False,False,False
Monrovia_01__tile_r0000_c0001,Monrovia_01.png,Monrovia,test,3,446,568,194,72,13968,10489,2.694,0.7509,False,True,False,True,True
Monrovia_01__tile_r0000_c0002,Monrovia_01.png,Monrovia,test,1,138,293,30,42,1260,732,0.714,0.581,False,False,False,False,False
Monrovia_01__tile_r0000_c0002,Monrovia_01.png,Monrovia,test,2,187,421,29,36,1044,314,0.806,0.3008,False,False,False,False,False
Monrovia_01__tile_r0000_c0002,Monrovia_01.png,Monrovia,test,3,0,543,305,97,29585,17071,3.144,0.577,True,False,False,True,True
Monrovia_01__tile_r0001_c0000,Monrovia_01.png,Monrovia,test,1,403,296,53,52,2756,563,1.019,0.2043,False,False,False,False,False
Monrovia_01__tile_r0001_c0001,Monrovia_01.png,Monrovia,test,1,427,56,213,192,40896,23148,1.109,0.566,False,True,False,False,True
Monrovia_01__tile_r0001_c0001,Monrovia_01.png,Monrovia,test,2,159,136,185,99,18315,7832,1.869,0.4276,False,False,False,False,False
Monrovia_01__tile_r0001_c0002,Monrovia_01.png,Monrovia,test,1,0,31,305,132,40260,21814,2.311,0.5418,True,False,False,False,True
Monrovia_01__tile_r0001_c0002,Monrovia_01.png,Monrovia,test,2,264,144,1,1,1,1,1.0,1.0,False,False,False,False,False
Monrovia_01__tile_r0001_c0002,Monrovia_01.png,Monrovia,test,3,0,173,32,31,992,669,1.032,0.6744,True,False,False,False,True
Monrovia_01__tile_r0001_c0002,Monrovia_01.png,Monrovia,test,4,0,202,128,46,5888,3080,2.783,0.5231,True,False,False,False,True
Monrovia_02__tile_r0000_c0000,Monrovia_02.png,Monrovia,test,1,635,575,5,9,45,27,0.556,0.6,False,True,False,False,True
Monrovia_02__tile_r0000_c0001,Monrovia_02.png,Monrovia,test,1,123,555,45,31,1395,574,1.452,0.4115,False,False,False,False,False
Monrovia_02__tile_r0001_c0000,Monrovia_02.png,Monrovia,test,1,635,63,5,9,45,27,0.556,0.6,False,True,False,False,True
Monrovia_02__tile_r0001_c0000,Monrovia_02.png,Monrovia,test,2,437,366,57,20,1140,673,2.85,0.5904,False,False,False,False,False
Monrovia_02__tile_r0001_c0001,Monrovia_02.png,Monrovia,test,1,123,43,45,31,1395,574,1.452,0.4115,False,False,False,False,False
Monrovia_02__tile_r0001_c0001,Monrovia_02.png,Monrovia,test,2,451,392,189,194,36666,17956,0.974,0.4897,False,True,False,False,True
Monrovia_02__tile_r0001_c0001,Monrovia_02.png,Monrovia,test,3,143,534,116,106,12296,7933,1.094,0.6452,False,False,False,True,True
Monrovia_02__tile_r0001_c0002,Monrovia_02.png,Monrovia,test,1,0,290,571,285,162735,53131,2.004,0.3265,True,False,False,False,True
Monrovia_02__tile_r0001_c0002,Monrovia_02.png,Monrovia,test,2,278,602,10,38,380,191,0.263,0.5026,False,False,False,True,True
Monrovia_02__tile_r0001_c0003,Monrovia_02.png,Monrovia,test,1,0,319,59,77,4543,3030,0.766,0.667,True,False,False,False,True
Monrovia_02__tile_r0002_c0001,Monrovia_02.png,Monrovia,test,1,451,0,189,74,13986,7936,2.554,0.5674,False,True,True,False,True
Monrovia_02__tile_r0002_c0001,Monrovia_02.png,Monrovia,test,2,143,22,116,120,13920,8032,0.967,0.577,False,False,False,False,False
Monrovia_02__tile_r0002_c0002,Monrovia_02.png,Monrovia,test,1,0,0,140,63,8820,5003,2.222,0.5672,True,False,True,False,True
Monrovia_02__tile_r0002_c0002,Monrovia_02.png,Monrovia,test,2,278,90,10,55,550,289,0.182,0.5255,False,False,False,False,False
Monrovia_03__tile_r0000_c0000,Monrovia_03.png,Monrovia,test,1,429,379,50,32,1600,611,1.562,0.3819,False,False,False,False,False
Monrovia_03__tile_r0000_c0001,Monrovia_03.png,Monrovia,test,1,144,495,137,145,19865,10973,0.945,0.5524,False,False,False,True,True
Monrovia_03__tile_r0000_c0002,Monrovia_03.png,Monrovia,test,1,292,550,47,35,1645,652,1.343,0.3964,False,False,False,False,False
Monrovia_03__tile_r0000_c0002,Monrovia_03.png,Monrovia,test,2,260,616,10,24,240,200,0.417,0.8333,False,False,False,True,True
Monrovia_03__tile_r0001_c0000,Monrovia_03.png,Monrovia,test,1,360,184,280,351,98280,38275,0.798,0.3894,False,True,False,False,True
Monrovia_03__tile_r0001_c0000,Monrovia_03.png,Monrovia,test,2,636,425,4,7,28,20,0.571,0.7143,False,True,False,False,True
Monrovia_03__tile_r0001_c0000,Monrovia_03.png,Monrovia,test,3,629,441,11,8,88,33,1.375,0.375,False,True,False,False,True
Monrovia_03__tile_r0001_c0000,Monrovia_03.png,Monrovia,test,4,574,450,19,39,741,250,0.487,0.3374,False,False,False,False,False
Monrovia_03__tile_r0001_c0000,Monrovia_03.png,Monrovia,test,5,626,457,14,6,84,34,2.333,0.4048,False,True,False,False,True
Monrovia_03__tile_r0001_c0001,Monrovia_03.png,Monrovia,test,1,0,0,281,508,142748,52380,0.553,0.3669,True,False,True,False,True
Monrovia_03__tile_r0001_c0001,Monrovia_03.png,Monrovia,test,2,114,425,30,38,1140,302,0.789,0.2649,False,False,False,False,False
Monrovia_03__tile_r0001_c0001,Monrovia_03.png,Monrovia,test,3,62,450,19,39,741,250,0.487,0.3374,False,False,False,False,False
Monrovia_03__tile_r0001_c0002,Monrovia_03.png,Monrovia,test,1,292,38,47,35,1645,652,1.343,0.3964,False,False,False,False,False
Monrovia_03__tile_r0001_c0002,Monrovia_03.png,Monrovia,test,2,260,104,12,92,1104,869,0.13,0.7871,False,False,False,False,False
Monrovia_03__tile_r0001_c0002,Monrovia_03.png,Monrovia,test,3,391,396,34,35,1190,536,0.971,0.4504,False,False,False,False,False
Monrovia_03__tile_r0002_c0000,Monrovia_03.png,Monrovia,test,1,417,0,91,23,2093,1336,3.957,0.6383,False,False,True,False,True
Monrovia_04__tile_r0000_c0002,Monrovia_04.png,Monrovia,test,1,365,626,60,14,840,540,4.286,0.6429,False,False,False,True,True
Monrovia_04__tile_r0000_c0002,Monrovia_04.png,Monrovia,test,2,316,637,4,3,12,9,1.333,0.75,False,False,False,True,True
Monrovia_04__tile_r0001_c0000,Monrovia_04.png,Monrovia,test,1,453,275,29,33,957,486,0.879,0.5078,False,False,False,False,False
Monrovia_04__tile_r0001_c0000,Monrovia_04.png,Monrovia,test,2,633,628,7,12,84,49,0.583,0.5833,False,True,False,True,True
Monrovia_04__tile_r0001_c0001,Monrovia_04.png,Monrovia,test,1,624,520,16,21,336,120,0.762,0.3571,False,True,False,False,True
Monrovia_04__tile_r0001_c0001,Monrovia_04.png,Monrovia,test,2,635,563,5,27,135,97,0.185,0.7185,False,True,False,False,True
Monrovia_04__tile_r0001_c0001,Monrovia_04.png,Monrovia,test,3,121,607,34,33,1122,537,1.03,0.4786,False,False,False,True,True
Monrovia_04__tile_r0001_c0001,Monrovia_04.png,Monrovia,test,4,634,624,6,15,90,48,0.4,0.5333,False,True,False,False,True
Monrovia_04__tile_r0001_c0002,Monrovia_04.png,Monrovia,test,1,112,114,337,526,177262,73582,0.641,0.4151,False,False,False,True,True
Monrovia_04__tile_r0001_c0002,Monrovia_04.png,Monrovia,test,2,316,125,6,31,186,122,0.194,0.6559,False,False,False,False,False
Monrovia_04__tile_r0002_c0000,Monrovia_04.png,Monrovia,test,1,633,116,7,15,105,58,0.467,0.5524,False,True,False,False,True
Monrovia_04__tile_r0002_c0000,Monrovia_04.png,Monrovia,test,2,537,410,40,38,1520,546,1.053,0.3592,False,False,False,False,False
Monrovia_04__tile_r0002_c0001,Monrovia_04.png,Monrovia,test,1,624,8,16,21,336,120,0.762,0.3571,False,True,False,False,True
Monrovia_04__tile_r0002_c0001,Monrovia_04.png,Monrovia,test,2,635,51,5,27,135,97,0.185,0.7185,False,True,False,False,True
Monrovia_04__tile_r0002_c0001,Monrovia_04.png,Monrovia,test,3,121,95,34,39,1326,592,0.872,0.4465,False,False,False,False,False
Monrovia_04__tile_r0002_c0001,Monrovia_04.png,Monrovia,test,4,634,112,6,15,90,48,0.4,0.5333,False,True,False,False,True
Monrovia_04__tile_r0002_c0001,Monrovia_04.png,Monrovia,test,5,25,410,40,38,1520,546,1.053,0.3592,False,False,False,False,False
Monrovia_04__tile_r0002_c0002,Monrovia_04.png,Monrovia,test,1,112,0,201,182,36582,19868,1.104,0.5431,False,False,True,False,True
Monrovia_05__tile_r0000_c0000,Monrovia_05.png,Monrovia,test,1,611,180,18,37,666,456,0.486,0.6847,False,False,False,False,False
Monrovia_05__tile_r0000_c0000,Monrovia_05.png,Monrovia,test,2,516,607,102,33,3366,1994,3.091,0.5924,False,False,False,True,True
Monrovia_05__tile_r0000_c0001,Monrovia_05.png,Monrovia,test,1,99,180,18,37,666,456,0.486,0.6847,False,False,False,False,False
Monrovia_05__tile_r0000_c0001,Monrovia_05.png,Monrovia,test,2,526,456,13,34,442,334,0.382,0.7557,False,False,False,False,False
Monrovia_05__tile_r0000_c0001,Monrovia_05.png,Monrovia,test,3,4,607,102,33,3366,1994,3.091,0.5924,False,False,False,True,True
Monrovia_05__tile_r0000_c0002,Monrovia_05.png,Monrovia,test,1,14,456,13,34,442,334,0.382,0.7557,False,False,False,False,False
Monrovia_05__tile_r0000_c0002,Monrovia_05.png,Monrovia,test,2,467,601,34,39,1326,690,0.872,0.5204,False,False,False,True,True
Monrovia_05__tile_r0001_c0000,Monrovia_05.png,Monrovia,test,1,516,95,124,216,26784,14282,0.574,0.5332,False,True,False,False,True
Monrovia_05__tile_r0001_c0000,Monrovia_05.png,Monrovia,test,2,270,599,15,15,225,136,1.0,0.6044,False,False,False,False,False
Monrovia_05__tile_r0001_c0000,Monrovia_05.png,Monrovia,test,3,218,608,42,16,672,231,2.625,0.3438,False,False,False,False,False
Monrovia_05__tile_r0001_c0001,Monrovia_05.png,Monrovia,test,1,4,95,342,473,161766,51665,0.723,0.3194,False,False,False,False,False
Monrovia_05__tile_r0001_c0001,Monrovia_05.png,Monrovia,test,2,432,472,97,166,16102,8165,0.584,0.5071,False,False,False,False,False
Monrovia_05__tile_r0001_c0002,Monrovia_05.png,Monrovia,test,1,467,89,36,48,1728,825,0.75,0.4774,False,False,False,False,False
Monrovia_05__tile_r0001_c0002,Monrovia_05.png,Monrovia,test,2,0,474,2,4,8,6,0.5,0.75,True,False,False,False,True
Monrovia_05__tile_r0001_c0002,Monrovia_05.png,Monrovia,test,3,0,551,4,60,240,127,0.067,0.5292,True,False,False,False,True
Monrovia_05__tile_r0001_c0002,Monrovia_05.png,Monrovia,test,4,0,618,17,19,323,147,0.895,0.4551,True,False,False,False,True
Monrovia_05__tile_r0002_c0000,Monrovia_05.png,Monrovia,test,1,270,87,15,15,225,136,1.0,0.6044,False,False,False,False,False
Monrovia_05__tile_r0002_c0000,Monrovia_05.png,Monrovia,test,2,218,96,42,16,672,231,2.625,0.3438,False,False,False,False,False
Monrovia_05__tile_r0002_c0000,Monrovia_05.png,Monrovia,test,3,498,186,22,39,858,623,0.564,0.7261,False,False,False,False,False
Monrovia_05__tile_r0002_c0001,Monrovia_05.png,Monrovia,test,1,207,0,95,56,5320,2990,1.696,0.562,False,False,True,False,True
Monrovia_05__tile_r0002_c0001,Monrovia_05.png,Monrovia,test,2,434,0,95,126,11970,7395,0.754,0.6178,False,False,True,False,True
Monrovia_05__tile_r0002_c0001,Monrovia_05.png,Monrovia,test,3,0,186,8,38,304,202,0.211,0.6645,True,False,False,False,True
Monrovia_05__tile_r0002_c0002,Monrovia_05.png,Monrovia,test,1,0,39,4,60,240,127,0.067,0.5292,True,False,False,False,True
Monrovia_05__tile_r0002_c0002,Monrovia_05.png,Monrovia,test,2,0,106,17,19,323,147,0.895,0.4551,True,False,False,False,True
Monrovia_06__tile_r0000_c0001,Monrovia_06.png,Monrovia,test,1,524,532,116,108,12528,9702,1.074,0.7744,False,True,False,True,True
Monrovia_06__tile_r0000_c0002,Monrovia_06.png,Monrovia,test,1,473,438,24,35,840,609,0.686,0.725,False,False,False,False,False
Monrovia_06__tile_r0000_c0002,Monrovia_06.png,Monrovia,test,2,421,522,10,53,530,214,0.189,0.4038,False,False,False,False,False
Monrovia_06__tile_r0000_c0002,Monrovia_06.png,Monrovia,test,3,12,532,162,108,17496,10924,1.5,0.6244,False,False,False,True,True
Monrovia_06__tile_r0000_c0002,Monrovia_06.png,Monrovia,test,4,229,636,10,4,40,21,2.5,0.525,False,False,False,True,True
Monrovia_06__tile_r0001_c0000,Monrovia_06.png,Monrovia,test,1,501,520,36,39,1404,612,0.923,0.4359,False,False,False,False,False
Monrovia_06__tile_r0001_c0001,Monrovia_06.png,Monrovia,test,1,524,20,116,248,28768,15023,0.468,0.5222,False,True,False,False,True
Monrovia_06__tile_r0001_c0001,Monrovia_06.png,Monrovia,test,2,544,174,46,15,690,182,3.067,0.2638,False,False,False,False,False
Monrovia_06__tile_r0001_c0001,Monrovia_06.png,Monrovia,test,3,0,520,25,39,975,492,0.641,0.5046,True,False,False,False,True
Monrovia_06__tile_r0001_c0002,Monrovia_06.png,Monrovia,test,1,421,10,10,53,530,214,0.189,0.4038,False,False,False,False,False
Monrovia_06__tile_r0001_c0002,Monrovia_06.png,Monrovia,test,2,12,20,483,543,262269,80806,0.89,0.3081,False,False,False,False,False
Monrovia_06__tile_r0001_c0002,Monrovia_06.png,Monrovia,test,3,32,174,46,15,690,182,3.067,0.2638,False,False,False,False,False
Monrovia_06__tile_r0002_c0000,Monrovia_06.png,Monrovia,test,1,501,8,36,39,1404,612,0.923,0.4359,False,False,False,False,False
Monrovia_06__tile_r0002_c0001,Monrovia_06.png,Monrovia,test,1,0,8,25,39,975,492,0.641,0.5046,True,False,False,False,True
Monrovia_06__tile_r0002_c0001,Monrovia_06.png,Monrovia,test,2,616,162,24,36,864,538,0.667,0.6227,False,True,False,False,True
Monrovia_06__tile_r0002_c0002,Monrovia_06.png,Monrovia,test,1,332,0,163,51,8313,5235,3.196,0.6297,False,False,True,False,True
Monrovia_06__tile_r0002_c0002,Monrovia_06.png,Monrovia,test,2,104,162,28,36,1008,570,0.778,0.5655,False,False,False,False,False
Monrovia_06__tile_r0002_c0002,Monrovia_06.png,Monrovia,test,3,352,438,20,42,840,564,0.476,0.6714,False,False,False,False,False
Monrovia_07__tile_r0000_c0000,Monrovia_07.png,Monrovia,test,1,550,623,55,17,935,449,3.235,0.4802,False,False,False,True,True
Monrovia_07__tile_r0000_c0001,Monrovia_07.png,Monrovia,test,1,38,623,55,17,935,449,3.235,0.4802,False,False,False,True,True
Monrovia_07__tile_r0001_c0000,Monrovia_07.png,Monrovia,test,1,550,111,55,24,1320,542,2.292,0.4106,False,False,False,False,False
Monrovia_07__tile_r0001_c0000,Monrovia_07.png,Monrovia,test,2,506,321,134,98,13132,7689,1.367,0.5855,False,True,False,False,True
Monrovia_07__tile_r0001_c0000,Monrovia_07.png,Monrovia,test,3,632,512,8,9,72,56,0.889,0.7778,False,True,False,False,True
Monrovia_07__tile_r0001_c0000,Monrovia_07.png,Monrovia,test,4,602,532,38,14,532,415,2.714,0.7801,False,True,False,False,True
Monrovia_07__tile_r0001_c0001,Monrovia_07.png,Monrovia,test,1,38,111,55,24,1320,542,2.292,0.4106,False,False,False,False,False
Monrovia_07__tile_r0001_c0001,Monrovia_07.png,Monrovia,test,2,0,321,287,268,76916,26847,1.071,0.349,True,False,False,False,True
Monrovia_07__tile_r0001_c0001,Monrovia_07.png,Monrovia,test,3,404,387,144,141,20304,11015,1.021,0.5425,False,False,False,False,False
Monrovia_07__tile_r0001_c0001,Monrovia_07.png,Monrovia,test,4,173,488,17,18,306,144,0.944,0.4706,False,False,False,False,False
Monrovia_07__tile_r0001_c0002,Monrovia_07.png,Monrovia,test,1,0,387,36,11,396,159,3.273,0.4015,True,False,False,False,True
