component_id,filename,split,x,y,bbox_width,bbox_height,bbox_area,pixel_area,aspect_ratio
test_Shamrock_01.png_comp_001,Shamrock_01.png,test,0,550,512,141,72192,54827,3.631
test_Shamrock_01.png_comp_002,Shamrock_01.png,test,1,1284,115,111,12765,7904,1.036
test_Shamrock_02.png_comp_001,Shamrock_02.png,test,1642,508,86,103,8858,5315,0.835
test_Shamrock_02.png_comp_002,Shamrock_02.png,test,1317,1223,411,113,46443,35774,3.637
test_Shamrock_03.png_comp_001,Shamrock_03.png,test,50,666,544,150,81600,64078,3.627
test_Shamrock_03.png_comp_002,Shamrock_03.png,test,0,1671,69,60,4140,2514,1.15
test_Viator_01.png_comp_001,Viator_01.png,test,39,1697,344,176,60544,31791,1.955
test_Viator_01.png_comp_002,Viator_01.png,test,1445,1812,198,119,23562,15645,1.664
test_Viator_02.png_comp_001,Viator_02.png,test,1484,1672,244,196,47824,25480,1.245
test_Viator_02.png_comp_002,Viator_02.png,test,865,1781,325,112,36400,27785,2.902
test_Viator_02.png_comp_003,Viator_02.png,test,1630,1873,61,39,2379,1252,1.564
test_Viator_04.png_comp_001,Viator_04.png,test,427,989,324,119,38556,19947,2.723
test_Viator_04.png_comp_002,Viator_04.png,test,1025,1060,134,81,10854,6328,1.654
test_Viator_04.png_comp_003,Viator_04.png,test,679,1126,23,32,736,217,0.719
test_Viator_05.png_comp_001,Viator_05.png,test,1045,990,515,142,73130,30764,3.627
test_Viator_06.png_comp_001,Viator_06.png,test,983,994,192,169,32448,11795,1.136
test_Viator_06.png_comp_002,Viator_06.png,test,486,1079,277,161,44597,22054,1.72
test_Viator_07.png_comp_001,Viator_07.png,test,1041,908,373,265,98845,33314,1.408
test_Viator_08.png_comp_001,Viator_08.png,test,1009,939,228,401,91428,36206,0.569
test_Viator_09.png_comp_001,Viator_09.png,test,991,814,130,411,53430,26700,0.316
test_Viator_10.png_comp_001,Viator_10.png,test,1109,937,394,328,129232,38895,1.201
test_Viator_11.png_comp_001,Viator_11.png,test,544,862,198,319,63162,25293,0.621
test_WH_Gilbert_01.png_comp_001,WH_Gilbert_01.png,test,1333,349,394,136,53584,23008,2.897
test_WH_Gilbert_01.png_comp_002,WH_Gilbert_01.png,test,1511,491,11,10,110,74,1.1
test_WH_Gilbert_01.png_comp_003,WH_Gilbert_01.png,test,1355,493,9,11,99,55,0.818
test_WH_Gilbert_01.png_comp_004,WH_Gilbert_01.png,test,1461,492,14,12,168,110,1.167
test_WH_Gilbert_01.png_comp_005,WH_Gilbert_01.png,test,1540,559,12,11,132,87,1.091
test_WH_Gilbert_01.png_comp_006,WH_Gilbert_01.png,test,1303,723,5,10,50,45,0.5
test_WH_Gilbert_01.png_comp_007,WH_Gilbert_01.png,test,1360,823,17,17,289,172,1.0
test_WH_Gilbert_02.png_comp_001,WH_Gilbert_02.png,test,1521,114,8,10,80,47,0.8
test_WH_Gilbert_02.png_comp_002,WH_Gilbert_02.png,test,1512,121,6,8,48,26,0.75
test_WH_Gilbert_02.png_comp_003,WH_Gilbert_02.png,test,1597,177,10,11,110,57,0.909
test_WH_Gilbert_02.png_comp_004,WH_Gilbert_02.png,test,1548,181,7,9,63,38,0.778
test_WH_Gilbert_02.png_comp_005,WH_Gilbert_02.png,test,1675,195,7,9,63,49,0.778
test_WH_Gilbert_02.png_comp_006,WH_Gilbert_02.png,test,1234,204,479,144,68976,24266,3.326
test_WH_Gilbert_04.png_comp_001,WH_Gilbert_04.png,test,273,472,12,8,96,62,1.5
test_WH_Gilbert_04.png_comp_002,WH_Gilbert_04.png,test,305,479,180,356,64080,25638,0.506
test_WH_Gilbert_04.png_comp_003,WH_Gilbert_04.png,test,238,482,6,8,48,36,0.75
test_WH_Gilbert_04.png_comp_004,WH_Gilbert_04.png,test,275,488,9,8,72,36,1.125
test_WH_Gilbert_04.png_comp_005,WH_Gilbert_04.png,test,278,557,10,10,100,57,1.0
test_WH_Gilbert_04.png_comp_006,WH_Gilbert_04.png,test,249,582,9,12,108,73,0.75
test_WH_Gilbert_04.png_comp_007,WH_Gilbert_04.png,test,196,600,12,8,96,58,1.5
test_WH_Gilbert_04.png_comp_008,WH_Gilbert_04.png,test,249,617,4,10,40,34,0.4
test_WH_Gilbert_04.png_comp_009,WH_Gilbert_04.png,test,189,642,10,11,110,53,0.909
test_WH_Gilbert_05.png_comp_001,WH_Gilbert_05.png,test,544,563,174,350,60900,16037,0.497
test_WH_Gilbert_06.png_comp_001,WH_Gilbert_06.png,test,1519,447,9,8,72,43,1.125
test_WH_Gilbert_06.png_comp_002,WH_Gilbert_06.png,test,1543,455,185,328,60680,19536,0.564
test_WH_Gilbert_06.png_comp_003,WH_Gilbert_06.png,test,1484,461,6,9,54,38,0.667
test_WH_Gilbert_06.png_comp_004,WH_Gilbert_06.png,test,1523,522,10,11,110,71,0.909
test_WH_Gilbert_06.png_comp_005,WH_Gilbert_06.png,test,1497,554,6,12,72,54,0.5
test_WH_Gilbert_06.png_comp_006,WH_Gilbert_06.png,test,1527,554,10,7,70,39,1.429
test_WH_Gilbert_06.png_comp_007,WH_Gilbert_06.png,test,1444,573,10,8,80,41,1.25
test_WH_Gilbert_06.png_comp_008,WH_Gilbert_06.png,test,1495,593,4,15,60,48,0.267
test_WH_Gilbert_06.png_comp_009,WH_Gilbert_06.png,test,1436,629,8,11,88,54,0.727
test_WP_Thew_04.png_comp_001,WP_Thew_04.png,test,0,1238,489,496,242544,123418,0.986
test_WP_Thew_05.png_comp_001,WP_Thew_05.png,test,1175,628,117,137,16029,10792,0.854
test_WP_Thew_05.png_comp_002,WP_Thew_05.png,test,1153,815,56,745,41720,20042,0.075
test_WP_Thew_05.png_comp_003,WP_Thew_05.png,test,1,961,577,714,411978,193620,0.808
test_WP_Thew_05.png_comp_004,WP_Thew_05.png,test,230,981,42,75,3150,1057,0.56
test_WP_Thew_05.png_comp_005,WP_Thew_05.png,test,140,1008,86,38,3268,1491,2.263
test_WP_Thew_05.png_comp_006,WP_Thew_05.png,test,343,1037,123,84,10332,4728,1.464
test_WP_Thew_05.png_comp_007,WP_Thew_05.png,test,1347,1220,30,61,1830,574,0.492
test_WP_Thew_05.png_comp_008,WP_Thew_05.png,test,1314,1258,169,139,23491,14524,1.216
test_WP_Thew_05.png_comp_009,WP_Thew_05.png,test,1485,1376,63,59,3717,1114,1.068
test_WP_Thew_05.png_comp_010,WP_Thew_05.png,test,1210,1479,39,79,3081,808,0.494
test_WP_Thew_09.png_comp_001,WP_Thew_09.png,test,1,1213,503,531,267093,139086,0.947
test_WP_Thew_10.png_comp_001,WP_Thew_10.png,test,1187,639,126,106,13356,8869,1.189
test_WP_Thew_10.png_comp_002,WP_Thew_10.png,test,1158,782,64,765,48960,22670,0.084
test_WP_Thew_10.png_comp_003,WP_Thew_10.png,test,4,936,552,698,385296,195133,0.791
test_WP_Thew_10.png_comp_004,WP_Thew_10.png,test,175,995,81,40,3240,1436,2.025
test_WP_Thew_10.png_comp_005,WP_Thew_10.png,test,1369,1207,35,65,2275,836,0.538
test_WP_Thew_10.png_comp_006,WP_Thew_10.png,test,1331,1245,176,130,22880,13812,1.354
test_WP_Thew_10.png_comp_007,WP_Thew_10.png,test,1515,1357,53,66,3498,1131,0.803
test_WP_Thew_10.png_comp_008,WP_Thew_10.png,test,1228,1472,43,69,2967,734,0.623
test_WP_Thew_11.png_comp_001,WP_Thew_11.png,test,1030,1041,151,868,131068,91470,0.174
test_WP_Thew_11.png_comp_002,WP_Thew_11.png,test,1521,1272,56,43,2408,1014,1.302
test_WP_Thew_11.png_comp_003,WP_Thew_11.png,test,1595,1318,133,115,15295,11824,1.157
test_WP_Thew_15.png_comp_001,WP_Thew_15.png,test,558,1045,299,897,268203,147527,0.333
test_WP_Thew_15.png_comp_002,WP_Thew_15.png,test,1,1077,253,732,185196,142812,0.346
test_WP_Thew_15.png_comp_003,WP_Thew_15.png,test,1251,1686,67,103,6901,906,0.65
test_WP_Thew_15.png_comp_004,WP_Thew_15.png,test,31,1841,29,47,1363,316,0.617
test_WP_Thew_16.png_comp_001,WP_Thew_16.png,test,32,706,537,908,487596,253268,0.591
test_WP_Thew_16.png_comp_002,WP_Thew_16.png,test,417,895,46,56,2576,977,0.821
test_WP_Thew_16.png_comp_003,WP_Thew_16.png,test,1477,915,211,146,30806,17698,1.445
test_WP_Thew_16.png_comp_004,WP_Thew_16.png,test,1179,1017,291,295,85845,17448,0.986
test_WP_Thew_16.png_comp_005,WP_Thew_16.png,test,1207,1459,35,26,910,303,1.346
test_WP_Thew_16.png_comp_006,WP_Thew_16.png,test,1181,1501,95,119,11305,7343,0.798
test_WP_Thew_16.png_comp_007,WP_Thew_16.png,test,454,1553,26,83,2158,1038,0.313
test_WP_Thew_16.png_comp_008,WP_Thew_16.png,test,1557,1672,79,61,4819,2949,1.295
test_WP_Thew_16.png_comp_009,WP_Thew_16.png,test,1373,2107,52,50,2600,1304,1.04
test_WP_Thew_17.png_comp_001,WP_Thew_17.png,test,1660,563,47,44,2068,762,1.068
test_WP_Thew_17.png_comp_002,WP_Thew_17.png,test,1385,969,101,72,7272,4434,1.403
test_WP_Thew_17.png_comp_003,WP_Thew_17.png,test,1512,1007,75,54,4050,2461,1.389
test_WP_Thew_17.png_comp_004,WP_Thew_17.png,test,898,1279,282,253,71346,26091,1.115
test_WP_Thew_17.png_comp_005,WP_Thew_17.png,test,1486,1496,242,180,43560,11735,1.344
test_WP_Thew_17.png_comp_006,WP_Thew_17.png,test,1283,1637,174,139,24186,14098,1.252
train_DM_Wilson_03.png_comp_001,DM_Wilson_03.png,train,1085,3930,18,21,378,276,0.857
train_DM_Wilson_03.png_comp_002,DM_Wilson_03.png,train,1311,4004,417,413,172221,62155,1.01
train_DM_Wilson_03.png_comp_003,DM_Wilson_03.png,train,1222,4104,35,34,1190,709,1.029
train_DM_Wilson_03.png_comp_004,DM_Wilson_03.png,train,1491,4337,38,19,722,415,2.0
train_DM_Wilson_04.png_comp_001,DM_Wilson_04.png,train,475,1066,263,422,110986,34747,0.623
train_DM_Wilson_04.png_comp_002,DM_Wilson_04.png,train,998,1334,163,297,48411,21630,0.549
train_DM_Wilson_04.png_comp_003,DM_Wilson_04.png,train,1219,1519,37,22,814,502,1.682
train_DM_Wilson_04.png_comp_004,DM_Wilson_04.png,train,1401,1729,16,17,272,192,0.941
train_DM_Wilson_05.png_comp_001,DM_Wilson_05.png,train,0,4278,215,277,59555,29466,0.776
train_DM_Wilson_05.png_comp_002,DM_Wilson_05.png,train,211,4295,22,18,396,302,1.222
train_DM_Wilson_05.png_comp_003,DM_Wilson_05.png,train,106,4544,21,30,630,293,0.7
train_DM_Wilson_05.png_comp_004,DM_Wilson_05.png,train,133,4550,135,58,7830,1799,2.328
train_DM_Wilson_05.png_comp_005,DM_Wilson_05.png,train,230,4691,10,21,210,106,0.476
train_DM_Wilson_05.png_comp_006,DM_Wilson_05.png,train,384,4698,41,23,943,396,1.783
train_DM_Wilson_05.png_comp_007,DM_Wilson_05.png,train,229,4726,19,21,399,167,0.905
train_DM_Wilson_07.png_comp_001,DM_Wilson_07.png,train,1188,3790,75,93,6975,2962,0.806
train_DM_Wilson_08.png_comp_001,DM_Wilson_08.png,train,1337,780,139,94,13066,4068,1.479
train_DM_Wilson_08.png_comp_002,DM_Wilson_08.png,train,1259,814,72,72,5184,1958,1.0
train_DM_Wilson_08.png_comp_003,DM_Wilson_08.png,train,165,877,22,48,1056,502,0.458
train_DM_Wilson_08.png_comp_004,DM_Wilson_08.png,train,1348,924,57,38,2166,759,1.5
train_DM_Wilson_08.png_comp_005,DM_Wilson_08.png,train,1528,1063,65,15,975,623,4.333
train_DM_Wilson_08.png_comp_006,DM_Wilson_08.png,train,299,1103,160,66,10560,5137,2.424
train_DM_Wilson_08.png_comp_007,DM_Wilson_08.png,train,1331,1147,14,35,490,255,0.4
train_DM_Wilson_08.png_comp_008,DM_Wilson_08.png,train,1511,1148,60,34,2040,973,1.765
train_DM_Wilson_08.png_comp_009,DM_Wilson_08.png,train,1180,1158,548,381,208788,106394,1.438
train_DM_Wilson_08.png_comp_010,DM_Wilson_08.png,train,505,1162,84,110,9240,5756,0.764
train_DM_Wilson_08.png_comp_011,DM_Wilson_08.png,train,882,1352,383,290,111070,73462,1.321
train_DM_Wilson_08.png_comp_012,DM_Wilson_08.png,train,1379,1461,13,20,260,184,0.65
train_DM_Wilson_08.png_comp_013,DM_Wilson_08.png,train,1672,1765,12,20,240,163,0.6
train_DM_Wilson_08.png_comp_014,DM_Wilson_08.png,train,1533,1779,30,34,1020,724,0.882
train_DM_Wilson_09.png_comp_001,DM_Wilson_09.png,train,160,29,244,108,26352,4970,2.259
train_DM_Wilson_09.png_comp_002,DM_Wilson_09.png,train,133,1294,401,254,101854,54065,1.579
train_DM_Wilson_09.png_comp_003,DM_Wilson_09.png,train,1181,1381,547,330,180510,103753,1.658
train_DM_Wilson_09.png_comp_004,DM_Wilson_09.png,train,1556,1380,172,58,9976,2009,2.966
train_DM_Wilson_09.png_comp_005,DM_Wilson_09.png,train,1472,1394,26,26,676,416,1.0
train_DM_Wilson_09.png_comp_006,DM_Wilson_09.png,train,1380,1424,119,24,2856,718,4.958
train_DM_Wilson_09.png_comp_007,DM_Wilson_09.png,train,1521,1438,78,18,1404,918,4.333
train_DM_Wilson_09.png_comp_008,DM_Wilson_09.png,train,315,1485,143,105,15015,2577,1.362
train_DM_Wilson_09.png_comp_009,DM_Wilson_09.png,train,98,1546,56,41,2296,1371,1.366
train_DM_Wilson_09.png_comp_010,DM_Wilson_09.png,train,1336,1711,51,39,1989,925,1.308
train_DM_Wilson_09.png_comp_011,DM_Wilson_09.png,train,1542,1715,82,48,3936,624,1.708
train_DM_Wilson_09.png_comp_012,DM_Wilson_09.png,train,1298,1763,20,31,620,195,0.645
train_DM_Wilson_09.png_comp_013,DM_Wilson_09.png,train,1328,1813,51,23,1173,418,2.217
train_DM_Wilson_09.png_comp_014,DM_Wilson_09.png,train,1506,1912,76,39,2964,1316,1.949
train_DM_Wilson_09.png_comp_015,DM_Wilson_09.png,train,1439,2005,155,101,15655,3619,1.535
train_DM_Wilson_09.png_comp_016,DM_Wilson_09.png,train,1611,2086,80,50,4000,884,1.6
train_DM_Wilson_10.png_comp_001,DM_Wilson_10.png,train,884,759,370,254,93980,66619,1.457
train_DM_Wilson_10.png_comp_002,DM_Wilson_10.png,train,1408,796,45,43,1935,817,1.047
train_DM_Wilson_10.png_comp_003,DM_Wilson_10.png,train,1628,830,80,28,2240,518,2.857
train_DM_Wilson_10.png_comp_004,DM_Wilson_10.png,train,1181,834,547,359,196373,104500,1.524
train_DM_Wilson_10.png_comp_005,DM_Wilson_10.png,train,1312,849,37,37,1369,526,1.0
train_DM_Wilson_10.png_comp_006,DM_Wilson_10.png,train,443,1040,134,176,23584,13317,0.761
train_DM_Wilson_10.png_comp_007,DM_Wilson_10.png,train,178,1112,229,167,38243,11369,1.371
train_DM_Wilson_10.png_comp_008,DM_Wilson_10.png,train,1316,1164,57,23,1311,594,2.478
train_DM_Wilson_10.png_comp_009,DM_Wilson_10.png,train,1398,1167,28,23,644,381,1.217
train_DM_Wilson_10.png_comp_010,DM_Wilson_10.png,train,1413,1320,33,36,1188,862,0.917
train_DM_Wilson_11.png_comp_001,DM_Wilson_11.png,train,1401,885,33,34,1122,951,0.971
train_DM_Wilson_11.png_comp_002,DM_Wilson_11.png,train,1075,946,187,78,14586,5924,2.397
train_DM_Wilson_11.png_comp_003,DM_Wilson_11.png,train,1199,1006,529,426,225354,102633,1.242
train_DM_Wilson_11.png_comp_004,DM_Wilson_11.png,train,880,1014,208,165,34320,23407,1.261
train_DM_Wilson_11.png_comp_005,DM_Wilson_11.png,train,1440,1052,27,32,864,359,0.844
train_DM_Wilson_11.png_comp_006,DM_Wilson_11.png,train,1509,1054,22,26,572,227,0.846
train_DM_Wilson_11.png_comp_007,DM_Wilson_11.png,train,265,1266,290,268,77720,37305,1.082
train_DM_Wilson_11.png_comp_008,DM_Wilson_11.png,train,1664,1336,64,15,960,338,4.267
train_DM_Wilson_12.png_comp_001,DM_Wilson_12.png,train,1564,406,27,34,918,503,0.794
train_DM_Wilson_12.png_comp_002,DM_Wilson_12.png,train,1336,784,41,44,1804,954,0.932
train_DM_Wilson_12.png_comp_003,DM_Wilson_12.png,train,1134,797,585,988,577980,216896,0.592
train_DM_Wilson_12.png_comp_004,DM_Wilson_12.png,train,1407,1579,104,228,23712,2232,0.456
train_DM_Wilson_12.png_comp_005,DM_Wilson_12.png,train,1340,1696,37,80,2960,1177,0.463
train_DM_Wilson_12.png_comp_006,DM_Wilson_12.png,train,1333,1848,44,68,2992,688,0.647
train_DM_Wilson_12.png_comp_007,DM_Wilson_12.png,train,330,2061,42,19,798,332,2.211
train_DM_Wilson_13.png_comp_001,DM_Wilson_13.png,train,1616,1056,57,42,2394,705,1.357
train_DM_Wilson_13.png_comp_002,DM_Wilson_13.png,train,1491,1074,43,26,1118,464,1.654
train_DM_Wilson_13.png_comp_003,DM_Wilson_13.png,train,1205,1075,523,1050,549150,226053,0.498
train_DM_Wilson_13.png_comp_004,DM_Wilson_13.png,train,410,1537,27,34,918,571,0.794
train_DM_Wilson_13.png_comp_005,DM_Wilson_13.png,train,1677,1653,30,70,2100,629,0.429
train_DM_Wilson_13.png_comp_006,DM_Wilson_13.png,train,1494,2099,50,43,2150,1202,1.163
train_DM_Wilson_13.png_comp_007,DM_Wilson_13.png,train,1493,2124,61,61,3721,872,1.0
train_DM_Wilson_14.png_comp_001,DM_Wilson_14.png,train,158,658,40,40,1600,828,1.0
train_DM_Wilson_14.png_comp_002,DM_Wilson_14.png,train,1194,889,526,954,501804,190723,0.551
train_DM_Wilson_14.png_comp_003,DM_Wilson_14.png,train,348,1049,60,62,3720,1373,0.968
train_DM_Wilson_14.png_comp_004,DM_Wilson_14.png,train,1278,1561,42,49,2058,1049,0.857
train_DM_Wilson_14.png_comp_005,DM_Wilson_14.png,train,1324,1663,38,145,5510,1451,0.262
train_DM_Wilson_14.png_comp_006,DM_Wilson_14.png,train,1404,1687,30,73,2190,761,0.411
train_DM_Wilson_14.png_comp_007,DM_Wilson_14.png,train,1596,1829,29,58,1682,807,0.5
train_DM_Wilson_14.png_comp_008,DM_Wilson_14.png,train,1668,1851,57,51,2907,774,1.118
train_DM_Wilson_14.png_comp_009,DM_Wilson_14.png,train,1638,1859,89,73,6497,2179,1.219
train_DM_Wilson_14.png_comp_010,DM_Wilson_14.png,train,1439,2210,25,26,650,415,0.962
train_DM_Wilson_15.png_comp_001,DM_Wilson_15.png,train,1413,98,15,22,330,175,0.682
train_DM_Wilson_15.png_comp_002,DM_Wilson_15.png,train,1491,364,20,19,380,242,1.053
train_DM_Wilson_15.png_comp_003,DM_Wilson_15.png,train,423,649,33,49,1617,556,0.673
train_DM_Wilson_15.png_comp_004,DM_Wilson_15.png,train,1167,904,561,1183,663663,240259,0.474
train_DM_Wilson_15.png_comp_005,DM_Wilson_15.png,train,1540,978,19,43,817,322,0.442
train_DM_Wilson_15.png_comp_006,DM_Wilson_15.png,train,1478,1186,9,40,360,217,0.225
train_DM_Wilson_15.png_comp_007,DM_Wilson_15.png,train,1600,1333,69,32,2208,1288,2.156
train_DM_Wilson_21.png_comp_001,DM_Wilson_21.png,train,1438,75,39,41,1599,393,0.951
train_DR_Hanna_02.png_comp_001,DR_Hanna_02.png,train,0,1025,162,87,14094,9539,1.862
train_DR_Hanna_03.png_comp_001,DR_Hanna_03.png,train,1044,1165,684,340,232560,61654,2.012
train_DR_Hanna_03.png_comp_002,DR_Hanna_03.png,train,1089,1256,41,52,2132,605,0.788
train_DR_Hanna_04.png_comp_001,DR_Hanna_04.png,train,489,789,244,113,27572,14300,2.159
train_DR_Hanna_04.png_comp_002,DR_Hanna_04.png,train,997,840,462,189,87318,26425,2.444
train_DR_Hanna_05.png_comp_001,DR_Hanna_05.png,train,1,1175,581,285,165585,45992,2.039
train_EB_Allen_06.png_comp_001,EB_Allen_06.png,train,197,614,451,863,389213,169860,0.523
train_EB_Allen_06.png_comp_002,EB_Allen_06.png,train,529,920,62,50,3100,932,1.24
train_EB_Allen_06.png_comp_003,EB_Allen_06.png,train,459,1069,37,63,2331,848,0.587
train_EB_Allen_06.png_comp_004,EB_Allen_06.png,train,497,1242,86,185,15910,2181,0.465
train_EB_Allen_06.png_comp_005,EB_Allen_06.png,train,534,1265,17,20,340,208,0.85
train_EB_Allen_06.png_comp_006,EB_Allen_06.png,train,253,1428,163,83,13529,5708,1.964
train_EB_Allen_07.png_comp_001,EB_Allen_07.png,train,85,459,398,106,42188,5711,3.755
train_EB_Allen_07.png_comp_002,EB_Allen_07.png,train,405,468,27,37,999,720,0.73
train_EB_Allen_07.png_comp_003,EB_Allen_07.png,train,348,507,309,876,270684,172556,0.353
train_EB_Allen_07.png_comp_004,EB_Allen_07.png,train,213,533,42,70,2940,1382,0.6
train_EB_Allen_07.png_comp_005,EB_Allen_07.png,train,130,1211,50,38,1900,959,1.316
train_EB_Allen_08.png_comp_001,EB_Allen_08.png,train,972,598,87,495,43065,9339,0.176
train_EB_Allen_16.png_comp_001,EB_Allen_16.png,train,42,541,329,870,286230,159435,0.378
train_EB_Allen_16.png_comp_002,EB_Allen_16.png,train,307,855,30,45,1350,281,0.667
train_EB_Allen_16.png_comp_003,EB_Allen_16.png,train,48,955,11,26,286,207,0.423
train_EB_Allen_17.png_comp_001,EB_Allen_17.png,train,78,545,357,871,310947,156463,0.41
train_EB_Allen_17.png_comp_002,EB_Allen_17.png,train,59,579,44,96,4224,983,0.458
train_EB_Allen_18.png_comp_001,EB_Allen_18.png,train,1068,520,305,825,251625,160832,0.37
train_EB_Allen_21.png_comp_001,EB_Allen_21.png,train,1482,353,246,59,14514,3602,4.169
train_EB_Allen_21.png_comp_002,EB_Allen_21.png,train,867,381,260,878,228280,165143,0.296
train_EB_Allen_21.png_comp_003,EB_Allen_21.png,train,1629,401,99,227,22473,3112,0.436
train_EB_Allen_21.png_comp_004,EB_Allen_21.png,train,1680,564,14,57,798,351,0.246
train_EB_Allen_21.png_comp_005,EB_Allen_21.png,train,1611,858,65,56,3640,965,1.161
train_EB_Allen_22.png_comp_001,EB_Allen_22.png,train,121,725,475,862,409450,172237,0.551
train_EB_Allen_22.png_comp_002,EB_Allen_22.png,train,455,1026,59,46,2714,891,1.283
train_EB_Allen_22.png_comp_003,EB_Allen_22.png,train,393,1182,30,61,1830,484,0.492
train_EB_Allen_22.png_comp_004,EB_Allen_22.png,train,422,1349,77,185,14245,2459,0.416
train_EB_Allen_22.png_comp_005,EB_Allen_22.png,train,457,1370,18,20,360,173,0.9
train_EB_Allen_23.png_comp_001,EB_Allen_23.png,train,465,375,143,60,8580,1978,2.383
train_EB_Allen_23.png_comp_002,EB_Allen_23.png,train,561,434,51,195,9945,2461,0.262
train_EB_Allen_23.png_comp_003,EB_Allen_23.png,train,984,491,296,748,221408,94522,0.396
train_EB_Allen_23.png_comp_004,EB_Allen_23.png,train,547,897,37,46,1702,462,0.804
train_EB_Allen_24.png_comp_001,EB_Allen_24.png,train,1128,622,265,856,226840,167295,0.31
train_EB_Allen_24.png_comp_002,EB_Allen_24.png,train,1531,1399,29,31,899,537,0.935
train_EB_Allen_24.png_comp_003,EB_Allen_24.png,train,1306,1422,396,60,23760,5585,6.6
train_Egyptian_04.png_comp_001,Egyptian_04.png,train,291,1503,260,395,102700,38973,0.658
train_Egyptian_04.png_comp_002,Egyptian_04.png,train,310,1623,7,21,147,107,0.333
train_Egyptian_04.png_comp_003,Egyptian_04.png,train,63,1960,16,13,208,123,1.231
train_Egyptian_04.png_comp_004,Egyptian_04.png,train,243,1963,6,16,96,75,0.375
train_Egyptian_04.png_comp_005,Egyptian_04.png,train,28,1966,30,24,720,335,1.25
train_Egyptian_04.png_comp_006,Egyptian_04.png,train,295,1971,7,10,70,53,0.7
train_Egyptian_04.png_comp_007,Egyptian_04.png,train,433,2010,20,20,400,281,1.0
train_Egyptian_04.png_comp_008,Egyptian_04.png,train,223,2016,5,8,40,30,0.625
train_Egyptian_04.png_comp_009,Egyptian_04.png,train,264,2026,60,52,3120,1376,1.154
train_Egyptian_04.png_comp_010,Egyptian_04.png,train,361,2027,10,18,180,112,0.556
train_Egyptian_04.png_comp_011,Egyptian_04.png,train,403,2034,14,17,238,125,0.824
train_Egyptian_04.png_comp_012,Egyptian_04.png,train,441,2054,35,24,840,487,1.458
train_Egyptian_04.png_comp_013,Egyptian_04.png,train,276,2081,36,24,864,402,1.5
train_Egyptian_04.png_comp_014,Egyptian_04.png,train,551,2101,8,11,88,55,0.727
train_Egyptian_04.png_comp_015,Egyptian_04.png,train,213,2112,15,12,180,110,1.25
train_Egyptian_04.png_comp_016,Egyptian_04.png,train,266,2150,12,10,120,81,1.2
train_Egyptian_04.png_comp_017,Egyptian_04.png,train,201,2164,6,8,48,37,0.75
train_Egyptian_04.png_comp_018,Egyptian_04.png,train,427,2166,13,10,130,73,1.3
train_Egyptian_05.png_comp_001,Egyptian_05.png,train,1144,95,53,77,4081,2771,0.688
train_Egyptian_05.png_comp_002,Egyptian_05.png,train,1326,208,27,22,594,271,1.227
train_Egyptian_05.png_comp_003,Egyptian_05.png,train,1549,224,10,24,240,147,0.417
train_Egyptian_05.png_comp_004,Egyptian_05.png,train,1563,224,11,22,242,123,0.5
train_Egyptian_05.png_comp_005,Egyptian_05.png,train,1407,238,24,12,288,175,2.0
train_Egyptian_05.png_comp_006,Egyptian_05.png,train,1440,259,6,10,60,45,0.6
train_Egyptian_05.png_comp_007,Egyptian_05.png,train,532,381,103,329,33887,12780,0.313
train_Egyptian_06.png_comp_001,Egyptian_06.png,train,1511,1482,217,402,87234,37642,0.54
train_Egyptian_06.png_comp_002,Egyptian_06.png,train,1535,1601,6,22,132,90,0.273
train_Egyptian_06.png_comp_003,Egyptian_06.png,train,1554,1613,6,9,54,29,0.667
train_Egyptian_06.png_comp_004,Egyptian_06.png,train,1562,1667,10,26,260,186,0.385
train_Egyptian_06.png_comp_005,Egyptian_06.png,train,1542,1878,7,8,56,43,0.875
train_Egyptian_06.png_comp_006,Egyptian_06.png,train,1204,1941,15,9,135,101,1.667
train_Egyptian_06.png_comp_007,Egyptian_06.png,train,1467,1946,14,27,378,215,0.519
train_Egyptian_06.png_comp_008,Egyptian_06.png,train,1257,1954,31,26,806,445,1.192
train_Egyptian_06.png_comp_009,Egyptian_06.png,train,1529,1958,9,13,117,80,0.692
train_Egyptian_06.png_comp_010,Egyptian_06.png,train,1635,1995,50,49,2450,1190,1.02
train_Egyptian_06.png_comp_011,Egyptian_06.png,train,1261,2006,28,18,504,239,1.556
train_Egyptian_06.png_comp_012,Egyptian_06.png,train,1496,2010,106,51,5406,2713,2.078
train_Egyptian_06.png_comp_013,Egyptian_06.png,train,1504,2064,20,27,540,381,0.741
train_Egyptian_06.png_comp_014,Egyptian_06.png,train,1434,2088,18,29,522,296,0.621
train_Egyptian_06.png_comp_015,Egyptian_06.png,train,1510,2099,6,13,78,49,0.462
train_Egyptian_06.png_comp_016,Egyptian_06.png,train,1537,2116,7,14,98,63,0.5
train_Egyptian_08.png_comp_001,Egyptian_08.png,train,499,257,12,12,144,117,1.0
train_Egyptian_08.png_comp_002,Egyptian_08.png,train,401,276,15,9,135,84,1.667
train_Egyptian_08.png_comp_003,Egyptian_08.png,train,528,308,8,12,96,63,0.667
train_Egyptian_08.png_comp_004,Egyptian_08.png,train,298,324,9,12,108,76,0.75
train_Egyptian_08.png_comp_005,Egyptian_08.png,train,490,331,17,13,221,161,1.308
train_Egyptian_08.png_comp_006,Egyptian_08.png,train,318,333,7,7,49,28,1.0
