sample_id,split,image_path,label_path,class_id,class_name,source_dataset,site_id,real_or_synthetic,coordinate_source,num_objects,preprocessing_profile
DM_Wilson_21__tile_r0025_c0000,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0025_c0000.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0025_c0000.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0025_c0001,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0025_c0001.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0025_c0001.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0025_c0002,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0025_c0002.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0025_c0002.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0025_c0003,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0025_c0003.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0025_c0003.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0026_c0000,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0026_c0000.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0026_c0000.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0026_c0001,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0026_c0001.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0026_c0001.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0026_c0002,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0026_c0002.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0026_c0002.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0026_c0003,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0026_c0003.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0026_c0003.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0027_c0000,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0027_c0000.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0027_c0000.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0027_c0001,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0027_c0001.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0027_c0001.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0027_c0002,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0027_c0002.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0027_c0002.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0027_c0003,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0027_c0003.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0027_c0003.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0028_c0000,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0028_c0000.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0028_c0000.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0028_c0001,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0028_c0001.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0028_c0001.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0028_c0002,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0028_c0002.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0028_c0002.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0028_c0003,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0028_c0003.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0028_c0003.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0029_c0000,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0029_c0000.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0029_c0000.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0029_c0001,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0029_c0001.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0029_c0001.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0029_c0002,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0029_c0002.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0029_c0002.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0029_c0003,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0029_c0003.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0029_c0003.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0030_c0000,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0030_c0000.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0030_c0000.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0030_c0001,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0030_c0001.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0030_c0001.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0030_c0002,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0030_c0002.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0030_c0002.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0030_c0003,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0030_c0003.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0030_c0003.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0031_c0000,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0031_c0000.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0031_c0000.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0031_c0001,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0031_c0001.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0031_c0001.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0031_c0002,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0031_c0002.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0031_c0002.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0031_c0003,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0031_c0003.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0031_c0003.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0032_c0000,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0032_c0000.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0032_c0000.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0032_c0001,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0032_c0001.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0032_c0001.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0032_c0002,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0032_c0002.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0032_c0002.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0032_c0003,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0032_c0003.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0032_c0003.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0033_c0000,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0033_c0000.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0033_c0000.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0033_c0001,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0033_c0001.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0033_c0001.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0033_c0002,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0033_c0002.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0033_c0002.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0033_c0003,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0033_c0003.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0033_c0003.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0034_c0000,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0034_c0000.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0034_c0000.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0034_c0001,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0034_c0001.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0034_c0001.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0034_c0002,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0034_c0002.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0034_c0002.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0034_c0003,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0034_c0003.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0034_c0003.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0035_c0000,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0035_c0000.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0035_c0000.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0035_c0001,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0035_c0001.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0035_c0001.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0035_c0002,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0035_c0002.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0035_c0002.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_21__tile_r0035_c0003,train,data\dataset_v1.0\images\train\DM_Wilson_21__tile_r0035_c0003.png,data\dataset_v1.0\labels\train\DM_Wilson_21__tile_r0035_c0003.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_21,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0000_c0000,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0000_c0000.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0000_c0000.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0000_c0001,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0000_c0001.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0000_c0001.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0000_c0002,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0000_c0002.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0000_c0002.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0000_c0003,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0000_c0003.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0000_c0003.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0001_c0000,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0001_c0000.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0001_c0000.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0001_c0001,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0001_c0001.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0001_c0001.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0001_c0002,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0001_c0002.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0001_c0002.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0001_c0003,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0001_c0003.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0001_c0003.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0002_c0000,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0002_c0000.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0002_c0000.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0002_c0001,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0002_c0001.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0002_c0001.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0002_c0002,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0002_c0002.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0002_c0002.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0002_c0003,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0002_c0003.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0002_c0003.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0003_c0000,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0003_c0000.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0003_c0000.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0003_c0001,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0003_c0001.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0003_c0001.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0003_c0002,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0003_c0002.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0003_c0002.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0003_c0003,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0003_c0003.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0003_c0003.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0004_c0000,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0004_c0000.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0004_c0000.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0004_c0001,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0004_c0001.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0004_c0001.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0004_c0002,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0004_c0002.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0004_c0002.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0004_c0003,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0004_c0003.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0004_c0003.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0005_c0000,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0005_c0000.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0005_c0000.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0005_c0001,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0005_c0001.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0005_c0001.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0005_c0002,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0005_c0002.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0005_c0002.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0005_c0003,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0005_c0003.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0005_c0003.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0006_c0000,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0006_c0000.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0006_c0000.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0006_c0001,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0006_c0001.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0006_c0001.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0006_c0002,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0006_c0002.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0006_c0002.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0006_c0003,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0006_c0003.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0006_c0003.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0007_c0000,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0007_c0000.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0007_c0000.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0007_c0001,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0007_c0001.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0007_c0001.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0007_c0002,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0007_c0002.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0007_c0002.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0007_c0003,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0007_c0003.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0007_c0003.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0008_c0000,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0008_c0000.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0008_c0000.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0008_c0001,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0008_c0001.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0008_c0001.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0008_c0002,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0008_c0002.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0008_c0002.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0008_c0003,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0008_c0003.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0008_c0003.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0009_c0000,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0009_c0000.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0009_c0000.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0009_c0001,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0009_c0001.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0009_c0001.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0009_c0002,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0009_c0002.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0009_c0002.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0009_c0003,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0009_c0003.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0009_c0003.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0010_c0000,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0010_c0000.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0010_c0000.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0010_c0001,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0010_c0001.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0010_c0001.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
DM_Wilson_22__tile_r0010_c0002,train,data\dataset_v1.0\images\train\DM_Wilson_22__tile_r0010_c0002.png,data\dataset_v1.0\labels\train\DM_Wilson_22__tile_r0010_c0002.txt,-1,negative_background,AI4Shipwrecks-NOAA-ThunderBay,DM_Wilson_22,REAL,synthetic_demo,0,P4
